"itemid";"clock";"num";"value_min";"value_avg";"value_max"
159138;1559304000;60;105998520;157960218;214232344
159138;1559300400;60;38148344;102470321;177562296
159138;1559296800;60;8111616;29508767;72333784
159138;1559293200;60;1085808;7801716;32642456
159138;1559289600;60;271408;1828414;9530456
159138;1559286000;60;234072;879742;7243592
159138;1559282400;60;366896;1725733;8021976
159138;1559278800;60;386344;1324076;8760296
159138;1559275200;60;378968;3413324;32207560
159138;1559271600;60;3704128;5843979;10013160
159138;1559268000;60;1000408;8062431;30482184
159138;1559264400;60;1566664;5670624;19584696
159138;1559260800;60;2180648;10827129;20378312
159138;1559257200;60;11297536;20289783;33927672
159138;1559253600;60;16983312;27763220;55112280
159138;1559250000;60;24068136;71304079;156682384
159138;1559246400;60;104364000;155166873;183765912
159138;1559242800;60;76527320;151182867;205519640
159138;1559239200;60;134298304;173467533;218788656
159138;1559235600;60;112281520;159200120;220517816
159138;1559232000;60;116667848;147235930;208946104
159138;1559228400;60;110993432;144185994;205251472
159138;1559224800;60;117981640;156386350;196201344
159138;1559221200;60;117599344;156646007;213159768
159138;1559217600;60;83504904;149045273;239255912
159138;1559214000;59;39305656;110996201;199691888
159138;1559210400;60;12744432;28826900;69709688
159138;1559206800;60;1851912;11096590;45375976
159138;1559203200;60;371224;2592777;28827072
159138;1559199600;60;455768;1340150;4070584
159138;1559196000;60;250008;1913433;10234128
159138;1559192400;60;226496;2486865;13692520
159138;1559188800;60;609512;4716876;12463480
159138;1559185200;60;3221504;6384778;10805472
159138;1559181600;60;1023208;2912340;14206136
159138;1559178000;60;1446776;4871637;9849376
159138;1559174400;60;5215336;12912917;39521480
159138;1559170800;60;10550400;26314354;75667448
159138;1559167200;60;16877312;33901158;68436440
159138;1559163600;60;30722752;55224143;101578144
159138;1559160000;60;42943048;72959106;243482120
159138;1559156400;60;92673296;169941956;238904136
159138;1559152800;60;153787736;192087778;247862312
159138;1559149200;60;169987968;218731231;245954440
159138;1559145600;60;134649408;196570827;243011144
159138;1559142000;60;104414976;148984445;198899112
159138;1559138400;60;140763768;202350080;243450264
159138;1559134800;60;130181248;187830021;246184288
159138;1559131200;60;89039208;151322369;205592376
159138;1559127600;60;45889872;107062874;234231656
159138;1559124000;60;10392960;27567349;74206984
159138;1559120400;60;1755040;8639192;31969672
159138;1559116800;60;209904;2476659;12517256
159138;1559113200;60;263320;2390264;14388368
159138;1559109600;60;308032;681068;1917160
159138;1559106000;60;406800;1741448;9145336
159138;1559102400;60;183096;3927879;17416728
159138;1559098800;33;250048;2150521;5514952
159138;1559095200;60;449632;2098147;21629968
159138;1559091600;60;1471752;4788106;20883656
159138;1559088000;60;2699104;8272482;22722576
159138;1559084400;60;11636032;28027820;67057504
159138;1559080800;60;11065864;31103337;49931944
159138;1559077200;60;32103408;50938107;79206848
159138;1559073600;60;39328640;125955163;164967056
159138;1559070000;60;117097488;154179696;213503960
159138;1559066400;60;124268624;169569930;240905536
159138;1559062800;60;169903560;215963812;248192896
159138;1559059200;60;126986984;196364151;245532392
159138;1559055600;60;135103832;169984344;240958472
159138;1559052000;60;111275288;147672045;220881696
159138;1559048400;60;132910616;173441383;238975560
159138;1559044800;60;99771528;205212203;246025128
159138;1559041200;60;51800000;106287418;179258472
159138;1559037600;60;9203496;33206221;78721168
159138;1559034000;60;435224;6891421;29239160
159138;1559030400;60;173312;1293604;15873816
159138;1559026800;60;202144;848841;4379344
159138;1559023200;60;164120;1122725;4040136
159138;1559019600;60;315480;1332821;10122648
159138;1559016000;60;225992;2126933;16055696
159138;1559012400;60;377328;1812883;6364032
159138;1559008800;60;1419664;3284947;6727160
159138;1559005200;60;819856;3490027;7795488
159138;1559001600;60;5048144;9648956;18132968
159138;1558998000;60;7826144;35911430;71677744
159138;1558994400;60;7500856;26876032;81652624
159138;1558990800;60;5274808;19949867;68544112
159138;1558987200;60;6841096;32565022;63701728
159138;1558983600;60;17437496;143836046;245472712
159138;1558980000;60;161100928;205660855;245434728
159138;1558976400;59;167311776;225442329;248102216
159138;1558972800;60;138380008;188935203;245430264
159138;1558969200;60;119324608;192361617;246236072
159138;1558965600;60;119426048;174273930;245499680
159138;1558962000;60;129108192;183580931;245382832
159138;1558958400;60;120061984;174819382;238265920
159138;1558954800;60;54802224;120233594;177931576
159138;1558951200;60;5777592;31257772;83968224
159138;1558947600;60;422928;6939858;28478512
159138;1558944000;60;204328;1632237;7874336
159138;1558940400;60;168672;1241008;5824056
159138;1558936800;60;181880;1128113;2914120
159138;1558933200;60;205144;1632891;12964720
159138;1558929600;60;536224;1754942;9124896
159138;1558926000;60;728152;2621742;16436664
159138;1558922400;60;912720;3081619;4913632
159138;1558918800;60;952504;3708120;30246920
159138;1558915200;60;828648;6636225;20243928
159138;1558911600;60;1361944;2987275;15240904
159138;1558908000;60;483472;3763176;31189432
159138;1558904400;60;797056;2887066;10067008
159138;1558900800;60;444352;1977504;9077952
159138;1558897200;60;798704;3064115;7467448
159138;1558893600;60;2763344;5060358;12653672
159138;1558890000;60;856904;5073936;32249776
159138;1558886400;60;1133496;4382201;25108760
159138;1558882800;60;1559704;4242800;13853128
159138;1558879200;60;1131592;4772172;13046696
159138;1558875600;60;807944;4444670;29863432
159138;1558872000;60;753344;4689521;11332464
159138;1558868400;60;1644824;3981599;12232936
159138;1558864800;60;369072;3700305;16544416
159138;1558861200;60;190128;1058972;4122424
159138;1558857600;60;240056;1016096;3669592
159138;1558854000;60;235496;1407326;4185304
159138;1558850400;60;230720;1647962;17235144
159138;1558846800;60;381392;2262380;12007024
159138;1558843200;60;312800;1359604;12023064
159138;1558839600;60;482808;2915929;5137808
159138;1558836000;60;1784928;3411828;7845152
159138;1558832400;60;807208;2559463;5288352
159138;1558828800;59;645880;4392402;21463240
159138;1558825200;60;783968;4883656;13275008
159138;1558821600;60;1139112;4783604;14251320
159138;1558818000;60;990656;4198303;26125704
159138;1558814400;60;1031904;4485589;9675568
159138;1558810800;60;7397104;17782797;80460208
159138;1558807200;60;10104456;24291533;57204224
159138;1558803600;60;14933168;27275319;47328664
159138;1558800000;60;16477576;33801233;55867152
159138;1558796400;60;17379040;31566617;69380304
159138;1558792800;60;15464104;39691757;84718504
159138;1558789200;60;21892832;40068511;76967680
159138;1558785600;60;8568216;29950013;59247984
159138;1558782000;60;8164952;21089731;49819176
159138;1558778400;60;1047168;8174074;29557904
159138;1558774800;60;291136;4972657;16038712
159138;1558771200;60;216400;788593;3605192
159138;1558767600;60;487432;1474654;4914720
159138;1558764000;60;637648;1792969;6905136
159138;1558760400;60;514736;1839601;12768728
159138;1558756800;60;402328;3648256;16522216
159138;1558753200;60;1241400;2221600;4678912
159138;1558749600;60;823752;2558601;20538832
159138;1558746000;60;1025624;3734654;35306712
159138;1558742400;60;2443088;11967314;39865120
159138;1558738800;60;15044648;37778160;55729064
159138;1558735200;60;31138608;49924984;96710776
159138;1558731600;60;35673120;67537483;159439128
159138;1558728000;60;57725888;85440072;133425984
159138;1558724400;60;101546576;166739064;219480576
159138;1558720800;60;134721360;184047878;238426456
159138;1558717200;60;146896288;182607426;231228136
159138;1558713600;60;142335616;192587932;234635160
159138;1558710000;60;138603344;177524057;233333728
159138;1558706400;60;125277520;161973842;200596920
159138;1558702800;60;130975352;190146231;245064952
159138;1558699200;60;118403488;168180333;214933528
159138;1558695600;60;37213840;137547641;235263976
159138;1558692000;60;7807272;30615184;78252544
159138;1558688400;60;1939016;7494213;18492776
159138;1558684800;60;718384;4011314;10150760
159138;1558681200;60;316880;2338715;8752232
159138;1558677600;60;238128;1648705;9212392
159138;1558674000;60;1215616;2505228;13455136
159138;1558670400;60;1511336;3607960;11672008
159138;1558666800;60;379384;1571197;3211832
159138;1558663200;60;586168;2942072;8514072
159138;1558659600;60;2554896;7483009;16081584
159138;1558656000;60;7578816;17240416;28646672
159138;1558652400;60;14704128;27283202;50648552
159138;1558648800;60;22748720;42658642;88402168
159138;1558645200;60;49406168;82205744;143116816
159138;1558641600;60;70206296;96385925;155896136
159138;1558638000;60;134370120;186843425;237755544
159138;1558634400;60;147876632;202095813;246983152
159138;1558630800;60;141949160;192389556;239509264
159138;1558627200;59;164523080;193387754;243900904
159138;1558623600;60;139614664;184774884;233298936
159138;1558620000;60;142069952;182431131;237494248
159138;1558616400;60;138395880;176416304;243051496
159138;1558612800;60;116118480;170185488;226848552
159138;1558609200;60;79341744;120727319;179662896
159138;1558605600;60;7805160;37971742;116510416
159138;1558602000;60;1525056;9005752;25496752
159138;1558598400;60;277304;2507181;8000088
159138;1558594800;60;259672;4738766;31485760
159138;1558591200;60;643976;1375100;2272584
159138;1558587600;60;424424;1692891;9742088
159138;1558584000;60;490312;4327826;88255912
159138;1558580400;60;432688;3030957;34839040
159138;1558576800;60;583040;3150599;27749928
159138;1558573200;60;1329680;4571510;11798728
159138;1558569600;60;5449384;30224991;61033800
159138;1558566000;60;29692784;52810557;85273264
159138;1558562400;60;54970344;86569144;115835536
159138;1558558800;60;69724632;105096103;146140936
159138;1558555200;60;93740208;120200313;163805000
159138;1558551600;60;143341056;191420007;239835984
159138;1558548000;60;192000368;234043071;247956504
159138;1558544400;60;202546704;236696991;245718064
159138;1558540800;60;158935608;206169299;245909928
159138;1558537200;60;144962400;195052199;238860152
159138;1558533600;60;144955544;190623440;245315504
159138;1558530000;60;125678888;175737524;245337568
159138;1558526400;60;126114128;182216090;236919984
159138;1558522800;60;67740728;118868439;197941480
159138;1558519200;60;14505488;44838546;86633600
159138;1558515600;60;918768;10972499;33674360
159138;1558512000;60;261568;1586707;8336528
159138;1558508400;60;200832;1224703;5247344
159138;1558504800;60;220728;1879997;10562456
159138;1558501200;60;299136;2106122;11826768
159138;1558497600;60;1466496;3277916;14668616
159138;1558494000;43;1667016;3576475;9020168
159138;1558490400;60;2034928;5565092;12659608
159138;1558486800;60;2020904;8396686;35524440
159138;1558483200;60;8001816;21657370;52175240
159138;1558479600;60;33155520;83488628;168765752
159138;1558476000;60;49477840;83075499;122261368
159138;1558472400;60;73786928;108010467;138427376
159138;1558468800;60;81124472;120473151;167990072
159138;1558465200;60;135031264;219495321;248102752
159138;1558461600;60;239566216;244656505;245427648
159138;1558458000;60;238507904;244707353;245423568
159138;1558454400;60;189023136;240648851;246767864
159138;1558450800;60;142981536;197599138;246158992
159138;1558447200;60;170783384;227351489;247721712
159138;1558443600;59;165920800;221396339;245411504
159138;1558440000;60;150749216;204678993;245805976
159138;1558436400;60;69125424;156285662;211187216
159138;1558432800;60;17501904;51981641;104109512
159138;1558429200;60;791736;10229358;36782184
159138;1558425600;60;261520;2179837;15752184
159138;1558422000;60;253040;1592261;24560936
159138;1558418400;60;265856;1092597;7287392
159138;1558414800;60;273664;2020243;12690504
159138;1558411200;60;741016;4777080;33625888
159138;1558407600;60;1983528;2776389;6493800
159138;1558404000;60;1657416;3489778;21923240
159138;1558400400;60;1798840;7221088;20624600
159138;1558396800;60;7532064;29968792;62050936
159138;1558393200;60;34538192;79108844;148877664
159138;1558389600;60;65024648;114368136;182007864
159138;1558386000;60;73638784;109487486;159457384
159138;1558382400;60;92543224;120921997;169690736
159138;1558378800;60;109621376;197963700;243983784
159138;1558375200;60;164150904;233120674;245681520
159138;1558371600;60;193109088;236055155;245852008
159138;1558368000;60;167665864;223337855;246096816
159138;1558364400;60;130759800;192627249;245516128
159138;1558360800;60;175221896;231922441;247805992
159138;1558357200;60;195387608;225978419;245104080
159138;1558353600;60;141844072;203027774;240108296
159138;1558350000;60;46745864;135999037;242997824
159138;1558346400;60;14721464;40395514;94058944
159138;1558342800;60;667872;9081150;40741176
159138;1558339200;60;246024;3749145;11158192
159138;1558335600;60;193128;1626251;7452080
159138;1558332000;60;230480;1264318;2728080
159138;1558328400;60;360032;2041687;3595208
159138;1558324800;60;420600;1996490;5717368
159138;1558321200;60;577952;2358419;4215800
159138;1558317600;60;1270904;3588575;7174056
159138;1558314000;60;805640;2826362;7027632
159138;1558310400;60;794120;3307383;7633456
159138;1558306800;60;3435168;7807491;13574544
159138;1558303200;60;3372616;9260678;16204840
159138;1558299600;60;1328728;4363921;11949656
159138;1558296000;60;2078400;6417628;11749936
159138;1558292400;59;4425176;9396328;17391960
159138;1558288800;60;2130744;7018477;16942368
159138;1558285200;60;4289512;10192779;18197144
159138;1558281600;60;2823632;6784301;14951888
159138;1558278000;60;3453384;9455454;27768784
159138;1558274400;60;4358688;12117214;21399600
159138;1558270800;60;5429256;13813271;41737376
159138;1558267200;60;2535480;11156838;62487672
159138;1558263600;60;1794736;8285539;34672680
159138;1558260000;60;410568;4754222;15384096
159138;1558256400;60;348080;4167594;19185344
159138;1558252800;60;206320;1379706;5467432
159138;1558249200;60;230696;2277302;6695984
159138;1558245600;60;669552;2288758;10205192
159138;1558242000;60;535472;2529750;8588512
159138;1558238400;60;291728;3041581;11667840
159138;1558234800;60;1527360;4346039;13970808
159138;1558231200;60;1184720;5071858;14116520
159138;1558227600;60;2900992;7271507;14716040
159138;1558224000;60;1567344;7774976;26466608
159138;1558220400;60;2591320;10139374;26957600
159138;1558216800;60;3632208;7488901;15847064
159138;1558213200;60;2465088;7450313;31014672
159138;1558209600;60;1976216;8634874;24455112
159138;1558206000;60;11317824;25124395;45940712
159138;1558202400;60;16036688;31402346;70945208
159138;1558198800;60;15489552;36790155;157385840
159138;1558195200;60;19981984;35389408;60907824
159138;1558191600;60;14642488;27909690;51466928
159138;1558188000;60;16983184;40066836;122686776
159138;1558184400;60;23732064;40026986;100409688
159138;1558180800;60;25025312;43980467;77287416
159138;1558177200;60;14650920;40569849;81755168
159138;1558173600;60;3702640;12206343;27659304
159138;1558170000;60;820960;4660782;35675536
159138;1558166400;60;812336;3186218;12781448
159138;1558162800;60;756040;2751296;7366232
159138;1558159200;60;675152;2213885;13801856
159138;1558155600;60;324488;2138790;6859128
159138;1558152000;60;1275776;3264274;11801376
159138;1558148400;60;872632;5351225;12619680
159138;1558144800;60;896208;3951368;8687648
159138;1558141200;60;3887872;8946769;18986704
159138;1558137600;60;11817640;39672642;77770952
159138;1558134000;60;41279912;94352915;168679664
159138;1558130400;59;47053608;95099522;157216592
159138;1558126800;60;59016512;102513972;175492040
159138;1558123200;60;94384568;134781285;231599272
159138;1558119600;60;113242328;190428219;238850312
159138;1558116000;60;218256560;242502443;248038032
159138;1558112400;60;226492280;244783231;247675424
159138;1558108800;60;193758888;232325530;245400888
159138;1558105200;60;144457800;201548069;244135384
159138;1558101600;60;164651344;214123887;248008848
159138;1558098000;60;173437584;225987998;245268448
159138;1558094400;60;157775840;209564159;245032984
159138;1558090800;60;95710168;170226074;245861536
159138;1558087200;60;19487576;49578216;124650152
159138;1558083600;60;2134584;10994585;35308160
159138;1558080000;60;541272;2596566;8308632
159138;1558076400;60;429520;1686290;13677168
159138;1558072800;60;464584;1761361;21680424
159138;1558069200;60;644504;2208474;12891360
159138;1558065600;60;473600;5316485;21263224
159138;1558062000;60;816528;5084040;23152376
159138;1558058400;60;1489040;6320446;21409448
159138;1558054800;60;3046904;9234372;29783504
159138;1558051200;60;9295480;28689396;69200760
159138;1558047600;60;42480664;66954297;101755384
159138;1558044000;60;63637712;84783817;148633016
159138;1558040400;60;68513512;110582166;188383048
159138;1558036800;60;91466640;134710747;215326136
159138;1558033200;60;160848816;218791651;246911200
159138;1558029600;60;219106720;243212266;245860216
159138;1558026000;60;240236720;244896198;248076720
159138;1558022400;60;238900992;244703435;246601760
159138;1558018800;60;194452936;233462376;245799200
159138;1558015200;60;161725584;218098300;247102312
159138;1558011600;60;192372840;233259946;245534872
159138;1558008000;60;178392168;221127896;243948424
159138;1558004400;60;81070520;173555075;229313072
159138;1558000800;60;16991496;59854562;112887856
159138;1557997200;60;1150016;9609337;22720552
159138;1557993600;60;332912;1977566;10540984
159138;1557990000;60;559840;3061575;14478464
159138;1557986400;60;485264;2535541;11084984
159138;1557982800;60;466960;2112194;13706416
159138;1557979200;60;356328;4574017;28891736
159138;1557975600;60;2255088;8360770;24332600
159138;1557972000;60;2306672;12732115;30128336
159138;1557968400;60;4429168;19356781;62079144
159138;1557964800;60;11610056;43659775;81445688
159138;1557961200;60;33163200;70558152;162419568
159138;1557957600;60;53250312;81295738;127699896
159138;1557954000;60;54766536;98744763;160327664
159138;1557950400;60;75787144;116808820;161700400
159138;1557946800;60;116474464;181663032;220787152
159138;1557943200;60;150795872;195789107;245296880
159138;1557939600;60;166815304;209588918;244366704
159138;1557936000;60;162674648;209333008;245446128
159138;1557932400;60;109114304;174151308;245483120
159138;1557928800;60;112207304;148266532;203021368
159138;1557925200;60;102851176;170907397;244110272
159138;1557921600;60;131017104;175167285;218228336
159138;1557918000;60;51792816;133162131;208547688
159138;1557914400;59;10175328;33018621;81582576
159138;1557910800;60;830024;9035225;22443008
159138;1557907200;60;802624;3176100;16877016
159138;1557903600;60;313928;2648036;12720968
159138;1557900000;60;329208;2690082;24678504
159138;1557896400;60;425104;2605507;16896360
159138;1557892800;60;1088016;5385262;14311920
159138;1557889200;44;1783672;2850145;12644208
159138;1557885600;60;1276488;5051755;23285880
159138;1557882000;60;1036504;6367830;29479736
159138;1557878400;60;6717144;35297504;95560512
159138;1557874800;60;41029720;67997846;118740392
159138;1557871200;60;75343536;109416679;144843472
159138;1557867600;60;85709120;127234130;210109704
159138;1557864000;60;112011984;149436830;192003496
159138;1557860400;60;133582272;214714611;247397160
159138;1557856800;60;222910504;242566346;245596192
159138;1557853200;60;221998832;243647546;248041216
159138;1557849600;60;220183168;243310095;248071720
159138;1557846000;60;205307536;241960740;245572560
159138;1557842400;60;186000928;224243937;244621944
159138;1557838800;60;200534576;234222270;247763752
159138;1557835200;60;180422672;232983676;245446104
159138;1557831600;60;86899416;174466313;232424952
159138;1557828000;60;28282128;71837671;217264008
159138;1557824400;60;1694488;13574554;47389696
159138;1557820800;60;337968;2263483;8339792
159138;1557817200;60;277584;780071;11423864
159138;1557813600;59;287768;1206393;23067160
159138;1557810000;60;453640;2462734;16516240
159138;1557806400;60;574712;5246648;41851736
159138;1557802800;60;1291680;4182272;11353240
159138;1557799200;60;1963800;6099032;16332944
159138;1557795600;60;2928032;9036237;32822768
159138;1557792000;60;16458232;47674432;107403512
159138;1557788400;60;46648272;88462369;146761480
159138;1557784800;60;80101616;125994480;224261800
159138;1557781200;60;109062056;145534677;185664296
159138;1557777600;60;111075568;142399979;202018528
159138;1557774000;60;152863312;205906535;245552432
159138;1557770400;60;200841632;236783004;245193552
159138;1557766800;60;220074256;242334828;247998528
159138;1557763200;60;214387712;242562734;246735096
159138;1557759600;60;171413168;226607576;245873208
159138;1557756000;60;166238936;212891124;245017928
159138;1557752400;60;235806968;244244309;247850920
159138;1557748800;60;206188320;237184334;246670064
159138;1557745200;60;95586608;163062706;234282400
159138;1557741600;60;17306336;66823649;124954888
159138;1557738000;60;355848;11348089;43390664
159138;1557734400;60;195640;1906618;8873040
159138;1557730800;60;149336;1388597;4000928
159138;1557727200;60;162680;1568793;4255552
159138;1557723600;60;252768;2643708;13005584
159138;1557720000;60;245560;4079591;17299632
159138;1557716400;60;411272;3314316;23809664
159138;1557712800;60;463192;3452128;12694600
159138;1557709200;60;444536;1977904;6279224
159138;1557705600;60;780736;2302409;6113792
159138;1557702000;60;1684984;4266837;7332984
159138;1557698400;60;486784;4550310;19088104
159138;1557694800;60;562872;3489652;22663600
159138;1557691200;60;458536;3299193;15004472
159138;1557687600;60;1185272;6770606;22057464
159138;1557684000;60;699784;3762624;16159448
159138;1557680400;60;1134080;4383747;8849096
159138;1557676800;60;923512;4840780;23574392
159138;1557673200;60;777656;4952966;9234040
159138;1557669600;60;1365896;5181970;10766272
159138;1557666000;60;1235528;4439582;14056968
159138;1557662400;60;1338288;5829845;12371528
159138;1557658800;60;2011976;4843376;12577848
159138;1557655200;60;258016;2939713;8870880
159138;1557651600;60;225392;2326170;6302104
159138;1557648000;60;169688;2179441;13976072
159138;1557644400;60;178192;2788901;9187352
159138;1557640800;60;857256;3450220;13336464
159138;1557637200;60;1015576;2524175;4983216
159138;1557633600;60;331160;2980104;12606504
159138;1557630000;60;605624;2668900;8308224
159138;1557626400;60;530664;3493853;14669464
159138;1557622800;60;5475760;8193767;24505680
159138;1557619200;59;4164352;8952578;17394864
159138;1557615600;60;4952888;10101408;19971176
159138;1557612000;60;6412216;12287014;22886352
159138;1557608400;60;5740480;10233244;19228160
159138;1557604800;60;3493760;8392498;38263280
159138;1557601200;60;3037000;12368549;22744872
159138;1557597600;60;8624576;20985433;57611304
159138;1557594000;60;14757416;32476706;97539392
159138;1557590400;60;9036368;20435492;68191656
159138;1557586800;60;15815136;26809087;47052664
159138;1557583200;60;16198456;37843404;69686336
159138;1557579600;60;25180920;48193404;83163536
159138;1557576000;60;35457752;52152196;95644704
159138;1557572400;60;21092904;38259522;103011800
159138;1557568800;60;1405264;6919191;21831560
159138;1557565200;60;713272;3593956;8018640
159138;1557561600;60;252976;1601194;26878032
159138;1557558000;60;252192;1074566;3016912
159138;1557554400;60;221056;1318964;5858160
159138;1557550800;60;279664;1488697;10182736
159138;1557547200;60;1240304;3871725;17448000
159138;1557543600;60;972864;3308903;11244408
159138;1557540000;60;555352;3141860;26228304
159138;1557536400;60;876400;5849751;25335200
159138;1557532800;60;10711696;29649658;60324048
159138;1557529200;60;35499520;62988886;140930736
159138;1557525600;60;69790024;99502115;160376904
159138;1557522000;60;75155888;108243449;175568048
159138;1557518400;60;84708448;115480287;177727568
159138;1557514800;60;128354256;187193599;237736688
159138;1557511200;60;183846448;223914647;245384376
159138;1557507600;60;183762264;230722561;247324400
159138;1557504000;60;170352592;229711461;245203888
159138;1557500400;60;172365032;218865775;245119944
159138;1557496800;60;166360752;204534788;243227664
159138;1557493200;60;164213112;216954982;245797384
159138;1557489600;60;162886816;213133258;245730992
159138;1557486000;60;93611280;166088502;243587728
159138;1557482400;60;26804112;69030772;220819656
159138;1557478800;60;1414352;9815283;43250592
159138;1557475200;60;543144;2540315;13711256
159138;1557471600;60;602224;2188980;12938368
159138;1557468000;60;354880;1950744;13546976
159138;1557464400;60;760552;3076320;17849464
159138;1557460800;60;1622560;4972726;19973448
159138;1557457200;60;741448;3843489;23827424
159138;1557453600;60;1262464;5049737;22218192
159138;1557450000;60;1143128;6994552;25598400
159138;1557446400;60;9633256;35283775;67380064
159138;1557442800;59;47460272;80817296;135905272
159138;1557439200;61;76160888;140432946;205436880
159138;1557435600;59;99368456;131611471;176864392
159138;1557432000;60;102861304;151495571;195201896
159138;1557428400;60;138736176;236909472;245482712
159138;1557424800;60;218361936;241570303;247705440
159138;1557421200;60;230728904;242846481;245835000
159138;1557417600;60;210377312;241267002;248218384
159138;1557414000;60;175916336;224846260;245716096
159138;1557410400;60;175047968;211907809;242899368
159138;1557406800;60;210836648;236989076;248804240
159138;1557403200;60;184292696;231392997;245943336
159138;1557399600;60;119787592;185850725;245288696
159138;1557396000;60;31558704;71543706;178420944
159138;1557392400;60;1413928;19815816;91098560
159138;1557388800;60;363624;1336780;5447304
159138;1557385200;60;403856;2167030;18190864
159138;1557381600;60;1146608;3076283;9401592
159138;1557378000;60;968472;3193629;11807048
159138;1557374400;60;764880;5017745;19669248
159138;1557370800;60;2868072;5519807;14203872
159138;1557367200;60;1512072;5125897;16740840
159138;1557363600;60;1307512;5654970;20126616
159138;1557360000;60;10885896;43640492;108337144
159138;1557356400;60;60631432;100225262;200615264
159138;1557352800;60;97701568;134014036;197533896
159138;1557349200;60;98739016;151479594;193867344
159138;1557345600;60;124362664;186049094;243158616
159138;1557342000;60;157715768;224712228;246671480
159138;1557338400;60;217800816;242097415;247990216
159138;1557334800;60;240228424;244539194;246710536
159138;1557331200;60;239510488;244989725;248005680
159138;1557327600;60;175470328;219804038;245220432
159138;1557324000;60;178810408;227773363;245366992
159138;1557320400;60;189122712;229221955;245180904
159138;1557316800;60;163540680;210308957;246028240
159138;1557313200;60;108713424;173386803;209609816
159138;1557309600;60;24136792;65006355;157867456
159138;1557306000;60;1113648;14314610;42528168
159138;1557302400;60;586800;2229373;15252160
159138;1557298800;60;373416;1593678;8056672
159138;1557295200;60;442264;2981985;6948936
159138;1557291600;60;402528;3201000;15265552
159138;1557288000;60;1319208;4283619;10347336
159138;1557284400;43;1218272;3178435;7793720
159138;1557280800;60;1773792;5196021;10741808
159138;1557277200;60;3086232;9010945;37588416
159138;1557273600;60;10420480;43813828;124151216
159138;1557270000;60;41077168;65582284;100822632
159138;1557266400;59;67737072;98476904;145039696
159138;1557262800;60;84033832;122208129;180277024
159138;1557259200;60;81820056;121736925;182362152
159138;1557255600;60;144529168;201092875;245332792
159138;1557252000;60;161080136;206366851;245224008
159138;1557248400;60;177761424;213509286;244701528
159138;1557244800;60;157553816;214187688;244809784
159138;1557241200;60;173748056;209104493;244523408
159138;1557237600;60;163858592;204474553;240649152
159138;1557234000;60;191472232;217061135;240187040
159138;1557230400;60;145048424;209694096;244929232
159138;1557226800;60;84629784;154889702;219759480
159138;1557223200;60;23871776;62667457;115820184
159138;1557219600;60;552656;13541615;45215912
159138;1557216000;60;387000;1965434;21741984
159138;1557212400;60;380192;2354347;7139728
159138;1557208800;60;697720;1745509;5480568
159138;1557205200;60;442472;1900220;9516064
159138;1557201600;60;508096;2316330;9603184
159138;1557198000;60;1040128;3155602;6488456
159138;1557194400;60;675968;2239272;11056624
159138;1557190800;60;898064;4587482;25897440
159138;1557187200;60;8232248;28763539;70179296
159138;1557183600;60;42365904;73194586;107553328
159138;1557180000;60;59822560;93636533;135508320
159138;1557176400;60;67840408;98791411;133963232
159138;1557172800;60;82615096;124748035;167203144
159138;1557169200;60;157872656;213806730;246358984
159138;1557165600;60;185208424;225370374;246886808
159138;1557162000;60;198881920;232046619;245388304
159138;1557158400;60;181228456;233509615;245472656
159138;1557154800;60;167879360;230944661;245534632
159138;1557151200;60;203691808;229453166;245496400
159138;1557147600;60;192779336;220869900;243280456
159138;1557144000;60;178870680;217463706;245149808
159138;1557140400;60;91576480;159591592;207913616
159138;1557136800;60;22272096;70464985;150734928
159138;1557133200;60;230448;13382373;65615000
159138;1557129600;60;182904;1767614;13083872
159138;1557126000;60;651960;1900511;5425256
159138;1557122400;60;249448;2060810;5888136
159138;1557118800;60;1564816;3506597;7817064
159138;1557115200;60;2284920;4825846;9364264
159138;1557111600;60;810160;2855015;7428048
159138;1557108000;60;1085264;3480113;8191528
159138;1557104400;60;813088;2151115;11098224
159138;1557100800;60;1200896;4504778;16988552
159138;1557097200;60;3649408;6612060;25605208
159138;1557093600;60;3351864;10365581;31137840
159138;1557090000;60;1285088;3608418;6896288
159138;1557086400;60;952208;3782008;19029928
159138;1557082800;60;904712;3075653;6238688
159138;1557079200;60;738960;3517544;17698936
159138;1557075600;59;2284248;7654735;59834944
159138;1557072000;60;1771416;5887496;12852088
159138;1557068400;60;2177072;4806610;13101752
159138;1557064800;60;2796640;6114494;14847024
159138;1557061200;60;1896576;5836400;18185848
159138;1557057600;60;2275624;5140043;15664384
159138;1557054000;60;1809256;7564188;56804672
159138;1557050400;60;1406792;4635788;10243640
159138;1557046800;60;377216;4504772;34285736
159138;1557043200;60;176776;1226626;10737280
159138;1557039600;60;184024;1536957;4596504
159138;1557036000;60;215808;1968906;5864168
159138;1557032400;60;192712;1550569;5539600
159138;1557028800;60;286216;2540445;9162560
159138;1557025200;60;459232;2856786;21363112
159138;1557021600;60;941912;2704473;15416672
159138;1557018000;60;767704;2899027;24257624
159138;1557014400;60;1949000;3710730;7326328
159138;1557010800;60;900472;3724072;18102040
159138;1557007200;60;884664;2314893;4069144
159138;1557003600;60;1047080;3397483;17669648
159138;1557000000;60;879016;5333009;20471624
159138;1556996400;60;10219304;29201636;128405216
159138;1556992800;60;12252656;26519028;43942896
159138;1556989200;60;16183544;41536890;120762552
